,Age,MaritalStatus,Occupation,WeeklyWorkingHours,WorkLifeBalance,EducationLevel,InvestmentOutcome,Income
13626,28,1,1,40,1,1,2,0
30212,49,1,6,40,2,3,2,1
3673,48,0,4,40,0,1,3,1
23094,20,1,1,40,2,1,2,0
9480,22,1,0,30,2,1,2,0
19640,49,1,4,32,1,1,2,0
22772,38,0,3,45,0,3,2,1
25728,53,0,0,40,0,1,2,1
24832,53,1,0,40,1,1,2,0
25409,45,0,6,45,0,3,2,1
4078,67,1,0,40,1,4,3,0
25722,45,0,3,56,1,1,2,1
25973,23,1,6,40,1,1,2,0
330,28,1,0,40,1,2,0,0
5650,35,0,6,55,0,3,2,1
797,41,0,4,55,2,1,0,1
10158,27,0,5,40,0,1,2,0
24662,41,0,1,40,1,1,2,0
25580,30,1,4,40,1,3,2,0
31118,34,1,5,30,1,0,2,0
7233,31,0,1,50,2,1,2,0
1280,55,1,5,38,2,3,0,0
24467,37,0,0,40,2,1,2,0
1838,37,0,3,40,1,3,4,1
6262,36,0,5,60,1,2,2,0
25986,33,1,4,40,0,3,2,0
23951,35,0,1,40,2,1,2,0
2038,53,0,6,50,1,1,4,1
25413,32,0,3,40,0,1,2,1
25212,23,1,5,30,1,1,2,0
29835,33,0,1,40,0,0,2,0
3261,23,0,1,25,1,0,3,0
27006,22,1,4,40,0,1,2,0
17188,28,1,0,40,1,1,2,0
3401,32,0,6,50,2,3,3,0
1342,53,1,3,54,0,4,0,1
7959,41,0,1,56,1,1,2,1
20154,39,0,0,40,1,1,2,0
25234,41,1,6,50,0,3,2,1
1294,44,1,0,40,1,1,0,0
10130,20,0,5,40,1,1,2,0
477,33,0,4,45,1,1,0,1
11089,43,0,1,40,0,1,2,0
6518,34,0,3,40,1,3,2,1
5973,23,1,1,50,0,3,2,0
7346,73,0,1,16,1,1,2,0
28034,37,0,5,40,1,2,2,0
26230,36,0,1,40,2,1,2,0
77,46,0,4,65,0,4,0,1
30979,25,1,1,40,0,1,2,0
30235,46,1,1,17,1,1,2,0
15774,26,0,4,36,1,1,2,0
1130,61,0,6,40,2,1,0,0
24703,48,0,1,40,0,0,2,1
21811,36,1,5,20,2,1,2,0
16507,58,1,5,40,2,1,2,0
13124,44,0,5,44,0,3,2,1
715,32,0,6,60,1,3,0,1
4568,27,1,1,50,1,3,2,0
19255,48,1,5,35,0,0,2,0
20785,52,1,3,37,1,1,2,1
26017,34,0,1,40,1,1,2,0
20272,39,1,1,35,2,0,2,0
26056,26,1,1,40,0,1,2,0
17201,79,0,6,40,1,1,2,1
32496,60,1,1,35,0,0,2,0
14231,37,0,0,40,0,3,2,0
17591,46,0,3,40,0,4,2,1
31542,29,0,3,50,0,5,2,1
30321,31,1,5,40,1,4,2,0
28173,59,1,1,40,1,1,2,0
13493,41,1,6,40,1,3,2,0
7250,30,0,3,40,1,2,2,0
23647,54,0,3,60,0,6,2,1
14886,27,0,1,40,2,1,2,0
12112,29,0,1,40,2,2,2,1
1033,45,0,1,40,0,1,0,0
20840,51,0,1,48,1,1,2,0
15814,35,1,4,30,1,1,2,0
30489,43,1,6,25,0,2,2,0
28934,31,0,5,40,1,1,2,1
7185,39,1,6,45,2,1,2,0
5016,46,1,1,38,2,1,2,0
8694,32,0,0,40,2,1,2,0
24341,25,1,1,40,1,1,2,0
15097,28,0,1,55,1,3,2,0
7461,37,0,0,40,1,1,2,0
28705,31,1,5,35,2,5,2,0
25219,60,0,1,40,1,3,2,0
6510,27,1,0,45,2,1,2,0
10681,19,1,4,40,2,1,2,0
13764,29,1,0,40,0,2,2,0
30014,37,0,1,40,1,1,2,0
7860,21,1,4,40,2,1,2,0
8835,28,1,1,40,2,1,2,0
4041,45,1,6,50,1,2,3,0
5996,53,0,4,50,1,3,2,1
17782,45,0,4,40,0,4,2,1
22596,17,1,1,16,2,0,2,0
12148,38,1,1,40,0,3,2,0
31719,36,1,1,40,1,1,2,0
32021,24,1,1,24,1,1,2,0
11300,53,1,4,60,1,3,2,1
891,39,0,1,40,0,1,0,1
17071,23,1,4,40,0,3,2,0
30583,25,0,1,45,1,0,2,0
23566,46,0,6,60,1,1,2,1
26641,36,1,6,40,0,2,2,0
15967,58,1,4,50,1,3,2,0
6862,54,1,0,30,0,1,2,0
26428,28,0,6,40,2,2,2,0
11232,62,0,6,50,1,3,2,1
8050,43,0,3,50,1,4,2,1
4657,34,1,3,25,1,1,2,0
20301,51,1,3,40,1,1,2,1
16816,22,1,3,20,0,1,2,0
23007,52,0,3,65,0,6,2,1
3663,37,0,1,44,1,0,3,1
26847,66,1,0,40,0,2,2,0
13247,44,1,4,35,0,3,2,0
20166,39,1,5,20,1,1,2,0
14099,49,0,1,40,0,1,2,0
22376,36,1,1,40,0,1,2,0
2457,37,0,5,35,1,1,4,1
28227,50,1,5,40,2,1,2,0
17767,50,1,1,25,0,0,2,0
20133,42,1,6,40,1,2,2,0
6298,21,1,1,40,1,1,2,0
18798,21,1,0,30,1,1,2,0
17829,59,0,5,40,1,1,2,1
23689,36,0,1,40,1,1,2,1
32194,53,0,3,24,0,1,2,0
28090,63,1,1,40,1,1,2,0
26403,43,0,1,60,1,0,2,0
15163,56,0,1,40,0,1,2,0
1591,52,0,3,65,1,6,4,1
31766,17,1,4,24,0,0,2,0
12213,33,1,1,30,1,0,2,0
10886,47,1,1,43,1,1,2,0
11227,32,1,1,40,1,1,2,0
28835,20,1,1,40,1,1,2,0
22227,24,1,0,17,1,1,2,0
8734,34,1,1,50,2,2,2,0
5102,23,1,3,60,1,3,2,0
618,32,0,5,40,1,3,0,1
17928,27,1,1,40,1,1,2,0
16225,37,0,0,40,1,1,2,1
13104,28,0,5,40,1,2,2,1
19858,26,1,4,40,0,1,2,0
15819,51,0,0,35,1,1,2,0
15547,43,0,1,25,0,0,2,0
13996,50,0,1,50,1,3,2,0
21429,27,1,5,30,2,1,2,0
26128,43,0,3,50,2,3,2,1
20407,23,1,6,40,1,1,2,0
26195,32,1,6,40,2,2,2,0
15278,63,0,1,30,1,1,2,0
2328,42,1,3,60,1,6,4,1
1970,47,0,3,50,1,3,4,1
27241,32,1,6,40,1,3,2,0
29992,81,1,4,45,0,0,2,0
22383,51,0,6,50,0,1,2,0
8390,33,1,5,20,2,1,2,0
7038,46,1,3,40,1,3,2,1
12027,24,1,4,43,2,1,2,0
30140,54,0,1,50,1,3,2,0
10997,39,1,6,50,0,3,2,0
19427,34,1,0,38,1,1,2,0
12550,26,0,4,40,2,1,2,0
24889,38,1,6,55,1,3,2,0
15292,21,1,0,40,1,1,2,0
17450,33,1,4,40,0,2,2,0
15632,43,0,4,44,2,1,2,0
13103,21,1,5,30,2,2,2,0
6625,40,1,5,60,1,1,2,0
867,46,0,1,40,1,1,0,1
14615,42,0,1,45,0,1,2,0
2844,27,0,1,40,0,1,4,1
7242,27,1,4,37,2,1,2,0
7155,46,0,1,40,0,2,2,1
2548,28,0,1,40,0,0,4,1
30652,26,0,3,40,2,1,2,0
4665,62,0,1,40,2,1,2,0
21105,31,0,1,40,1,0,2,0
6121,29,1,4,30,1,1,2,0
8643,62,0,5,40,0,1,2,0
3786,23,1,5,40,1,3,3,0
16126,57,0,1,40,2,3,2,0
15218,28,0,1,40,0,1,2,0
4817,17,1,5,16,0,0,2,0
25874,27,1,6,40,2,3,2,0
2967,46,1,5,40,1,2,4,0
29116,50,0,1,40,2,1,2,0
26798,38,0,1,40,2,1,2,0
83,58,0,1,40,1,1,0,1
10260,33,0,1,40,2,0,2,0
19843,34,0,3,51,0,1,2,0
26131,40,0,3,40,2,1,2,1
13474,28,0,5,40,1,1,2,0
28386,44,0,6,60,1,1,2,1
23940,23,1,0,40,0,1,2,0
24891,39,0,1,40,0,2,2,0
1419,42,0,6,60,2,3,0,0
30504,66,0,1,50,1,1,2,1
4751,27,1,4,40,2,1,2,0
11177,51,0,1,40,0,1,2,0
29808,22,1,0,40,1,1,2,0
23161,67,1,1,40,2,0,2,0
13569,29,1,4,50,0,3,2,1
8920,50,1,0,40,1,1,2,0
13137,30,0,1,60,2,1,2,0
20059,30,0,1,40,2,0,2,0
14021,78,0,1,40,1,0,2,0
18993,42,0,1,40,1,1,2,0
25855,26,1,6,60,1,3,2,0
28059,20,1,5,30,2,1,2,0
20591,35,0,1,40,2,1,2,0
26692,56,1,1,40,0,1,2,0
30114,46,0,3,60,0,2,2,0
19497,34,0,1,40,2,1,2,0
15792,37,0,5,30,0,1,2,0
19535,33,0,5,40,1,1,2,0
22818,29,1,3,50,2,3,2,0
26921,47,0,6,50,1,3,2,1
1955,62,0,6,40,1,3,4,1
31893,48,0,4,50,1,4,2,0
24019,34,0,3,40,2,3,2,0
10844,65,1,6,40,1,1,2,0
14140,22,1,4,33,1,1,2,0
13758,25,1,4,55,2,4,2,0
8721,40,0,3,40,0,6,2,1
3702,36,0,1,40,2,2,3,1
32142,48,1,1,40,2,0,2,1
2893,44,0,3,45,1,1,4,1
9562,32,0,6,40,0,3,2,1
28477,55,1,1,40,0,1,2,0
16647,20,1,5,40,0,1,2,0
24747,29,1,0,40,1,1,2,0
15324,22,1,4,40,1,1,2,0
14734,35,0,4,50,0,1,2,0
5425,41,1,4,40,2,1,2,0
18646,28,1,4,45,0,1,2,0
8329,22,1,5,40,1,2,2,0
15525,31,0,1,50,2,3,2,0
10289,46,0,1,40,0,2,2,0
2775,36,0,1,45,1,0,4,1
6768,75,0,6,35,2,1,2,1
27397,36,0,6,60,1,1,2,1
13537,24,1,3,20,0,3,2,0
26611,38,0,1,40,1,0,2,0
18633,22,1,0,40,0,1,2,0
16940,53,1,1,40,2,1,2,0
3782,81,0,6,28,1,0,3,0
30443,34,0,4,50,0,3,2,0
12514,49,0,4,45,1,2,2,0
7198,37,0,4,45,1,1,2,0
12872,27,1,5,48,0,1,2,0
4786,21,1,1,40,1,3,2,0
9889,66,0,1,30,0,1,2,0
20003,26,1,0,40,1,3,2,0
29839,27,1,1,37,1,1,2,0
21855,55,0,1,50,0,0,2,0
15708,43,0,3,42,2,3,2,1
755,35,0,6,45,0,3,0,1
769,29,0,4,55,1,1,0,1
15368,31,0,5,40,1,3,2,0
31130,37,0,1,52,2,1,2,1
11463,28,1,5,40,1,1,2,0
3639,45,0,1,35,0,1,3,0
13883,47,1,6,60,1,1,2,0
4760,51,0,1,40,1,4,2,1
27148,27,1,1,40,1,1,2,0
973,59,0,6,45,1,1,0,1
1490,34,1,1,60,2,0,1,0
4619,60,0,1,40,1,1,2,1
5397,59,1,0,40,2,1,2,0
31897,63,1,5,40,2,1,2,0
7541,40,0,6,46,1,4,2,1
18999,42,1,1,38,2,1,2,0
17444,44,0,1,42,1,1,2,0
8092,48,0,1,40,1,0,2,0
32177,49,1,1,40,1,1,2,0
622,33,0,4,55,1,3,0,1
10609,35,1,1,25,0,1,2,0
27714,20,1,1,40,2,1,2,0
26854,59,0,6,40,1,1,2,0
16723,54,0,1,40,0,1,2,1
24134,42,0,1,40,2,1,2,0
23655,29,1,3,40,1,4,2,0
18384,39,1,0,40,2,6,2,0
21202,25,0,1,40,1,1,2,0
3891,24,0,4,40,2,0,3,0
10494,45,0,6,38,1,3,2,1
21257,55,0,5,40,1,0,2,0
29623,25,0,1,40,2,1,2,0
29177,24,1,1,40,1,0,2,0
26782,32,1,1,40,1,1,2,0
4504,62,1,5,24,1,1,2,0
9328,50,0,1,50,1,1,2,0
30252,30,1,3,40,1,1,2,0
30303,36,1,3,40,0,4,2,0
19647,31,0,3,40,1,2,2,0
1348,46,1,3,55,1,5,0,1
6958,21,1,1,40,2,1,2,0
23292,34,1,0,40,0,3,2,0
3849,45,0,4,60,2,3,3,0
5401,17,1,1,30,1,0,2,0
19393,35,0,4,40,2,3,2,0
21489,54,1,0,38,1,4,2,0
9034,44,0,6,40,1,4,2,1
29583,30,0,1,40,1,0,2,0
18062,22,1,1,20,2,1,2,0
6302,20,1,1,40,2,1,2,0
8066,64,0,1,18,0,1,2,0
15785,37,0,6,60,1,3,2,1
14243,47,0,3,60,1,3,2,1
21734,24,1,0,40,2,1,2,0
10467,36,0,1,47,2,1,2,0
12205,27,1,6,45,2,0,2,0
22879,32,0,5,40,2,1,2,1
3362,21,1,4,40,1,1,3,0
17548,31,0,1,50,0,1,2,0
23861,40,0,0,40,0,0,2,0
11849,42,1,3,40,2,4,2,0
14572,44,1,5,35,1,1,2,0
24141,18,0,1,40,0,0,2,0
18329,68,1,5,20,1,0,2,0
21908,58,0,6,40,1,3,2,1
18442,51,0,1,40,2,1,2,0
6245,63,0,6,50,2,4,2,1
28248,59,0,1,35,1,2,2,1
887,23,0,3,50,2,4,0,1
23844,46,0,1,40,2,0,2,0
19203,57,0,4,55,1,3,2,1
4138,42,1,4,50,1,1,3,0
22537,34,0,1,45,2,3,2,1
13443,37,1,5,40,2,1,2,0
27218,60,1,6,60,1,3,2,0
14420,44,0,3,40,2,3,2,1
24300,23,1,0,40,1,1,2,0
161,69,0,1,40,1,0,0,0
6706,47,0,5,60,1,1,2,1
26705,58,0,1,60,0,0,2,0
1820,47,0,1,40,2,1,4,1
16042,58,0,1,40,0,0,2,0
9424,38,0,6,50,2,3,2,1
6988,33,1,1,40,1,0,2,0
4275,29,1,3,43,1,2,2,0
11009,21,1,5,20,0,1,2,0
15750,24,1,6,40,1,1,2,0
27643,78,0,1,36,1,0,2,0
23191,25,1,4,44,1,3,2,0
25439,31,0,1,40,2,1,2,0
19182,57,0,3,50,0,5,2,1
2388,43,0,4,40,1,1,4,1
14925,28,0,1,40,0,1,2,0
8691,47,0,6,40,2,4,2,1
26746,38,0,1,48,2,1,2,0
32318,31,1,5,56,1,1,2,0
11455,47,0,0,45,1,1,2,0
17600,19,0,1,40,2,1,2,0
30449,43,1,1,60,1,1,2,0
15314,43,1,1,45,1,1,2,0
31971,21,1,1,45,0,1,2,0
8987,27,1,5,40,0,1,2,0
6111,37,0,1,40,0,2,2,1
20823,31,1,1,40,1,0,2,0
19663,69,0,5,40,1,1,2,0
28061,24,1,1,40,1,2,2,0
22850,37,0,1,50,1,3,2,0
26645,22,1,5,32,1,1,2,0
25595,50,1,3,45,0,3,2,1
11684,42,0,0,40,1,1,2,0
8968,19,1,3,40,1,1,2,0
9187,19,1,5,40,2,1,2,0
22553,20,1,4,35,2,1,2,0
9787,41,0,3,48,2,3,2,1
13622,55,1,0,40,1,1,2,0
6932,25,1,1,40,1,1,2,0
24135,56,0,4,45,1,1,2,1
11923,31,0,0,40,0,1,2,1
14568,58,1,4,20,1,1,2,1
11407,23,0,5,20,1,3,2,0
2464,30,0,3,50,0,3,4,1
13055,57,0,1,40,1,1,2,0
26593,31,1,0,40,1,1,2,0
26040,47,1,3,40,1,1,2,0
17198,56,0,1,40,2,0,2,0
30547,23,1,1,50,0,1,2,0
18310,19,1,1,40,0,1,2,0
23142,27,0,4,60,0,3,2,1
15236,44,0,3,40,1,3,2,0
25222,28,0,4,40,1,3,2,0
11868,36,0,0,40,1,1,2,1
17320,35,1,0,40,1,1,2,1
2161,44,1,3,40,0,5,4,1
30688,33,1,5,25,0,0,2,0
11925,40,0,3,40,2,3,2,0
5171,32,0,5,40,2,1,2,0
14550,40,0,1,35,1,1,2,0
30095,49,0,0,40,1,4,2,1
21050,24,1,1,50,1,3,2,0
13281,27,0,1,40,1,1,2,0
6134,55,1,0,40,1,3,2,0
11071,29,1,1,36,1,1,2,0
4366,23,1,1,40,2,3,2,0
23350,44,0,5,50,0,1,2,0
26652,36,0,1,40,1,1,2,1
11199,19,1,0,40,2,1,2,0
25515,39,1,6,40,1,3,2,0
32335,21,1,1,40,0,1,2,0
30662,34,0,1,52,0,1,2,0
3737,46,0,3,40,0,3,3,1
32286,42,1,1,35,1,3,2,0
18088,28,1,6,35,1,1,2,0
31444,26,1,1,40,1,1,2,0
26214,54,0,1,50,1,0,2,0
15042,40,0,1,40,2,1,2,0
25190,48,0,1,20,0,1,2,0
16121,55,0,6,55,0,2,2,1
23301,23,0,4,40,0,0,2,0
31375,48,0,3,45,2,3,2,1
19193,22,0,5,44,2,2,2,0
8399,24,0,1,40,2,1,2,0
1860,39,0,5,40,2,3,4,1
7387,44,0,1,40,1,1,2,1
7609,48,1,4,30,1,1,2,0
7432,22,1,5,20,1,1,2,0
17480,24,1,3,20,2,3,2,0
20684,48,1,6,47,0,3,2,0
12516,46,1,1,40,1,1,2,0
4145,34,1,1,48,1,1,3,0
8965,22,1,1,40,2,1,2,0
12922,18,1,5,25,1,0,2,0
20834,46,0,6,40,1,1,2,1
5266,39,0,1,60,2,1,2,0
29150,18,1,5,16,1,0,2,0
13468,31,0,3,50,2,4,2,0
1559,52,0,3,65,2,5,4,1
24621,42,0,1,57,1,1,2,0
10355,31,1,0,40,0,0,2,0
17376,23,1,0,40,1,3,2,0
32375,28,0,1,40,1,1,2,0
24310,40,1,1,48,1,1,2,1
8452,37,1,1,60,1,0,2,1
23855,46,0,0,40,2,1,2,0
26744,45,1,1,40,1,4,2,0
27658,26,1,5,40,1,3,2,0
9186,46,0,1,40,2,2,2,0
6407,43,1,1,40,0,2,2,0
18319,19,1,1,30,0,1,2,0
7692,28,1,4,40,1,3,2,0
10329,28,1,0,21,2,3,2,0
9522,34,1,5,40,1,0,2,0
6188,27,0,1,50,2,3,2,0
28800,33,1,5,40,2,0,2,0
2453,33,0,1,50,2,2,4,1
7765,59,1,5,24,0,1,2,0
10084,21,1,5,25,1,1,2,0
413,47,0,6,50,1,4,0,1
17765,46,0,6,40,1,1,2,1
4212,24,1,1,40,1,1,3,0
25029,28,0,5,35,1,0,2,0
23448,59,1,5,60,2,1,2,1
4398,24,0,1,40,0,1,2,0
9190,39,0,1,65,2,1,2,0
21054,68,1,6,43,0,2,2,0
6462,36,0,3,45,1,3,2,0
4809,43,1,3,38,2,4,2,0
9737,66,0,3,40,0,3,2,1
31605,22,1,1,35,2,1,2,0
7658,83,1,1,20,1,1,2,0
22334,49,0,1,40,1,1,2,0
25020,32,1,1,40,1,1,2,0
16889,17,1,1,16,2,0,2,0
433,36,0,4,35,2,3,0,1
30520,50,0,6,40,1,1,2,1
20104,34,1,4,45,1,1,2,0
2665,35,1,5,40,1,3,4,1
8598,52,0,6,48,1,1,2,0
23021,41,1,1,40,1,1,2,0
10448,32,1,1,40,1,1,2,0
17831,49,1,1,40,0,1,2,0
21862,49,0,6,50,1,3,2,1
14203,37,0,6,45,0,3,2,1
14408,25,1,1,40,2,1,2,0
10779,26,1,6,40,2,1,2,0
20689,54,0,5,38,1,2,2,1
8043,31,0,4,50,0,1,2,0
25673,56,1,5,50,0,1,2,0
5735,20,1,0,40,1,1,2,0
13734,40,1,3,40,1,2,2,1
14434,41,1,3,40,1,3,2,0
16511,36,1,0,32,0,3,2,0
2581,50,0,4,45,0,4,4,1
12612,24,0,1,40,1,3,2,0
506,49,0,3,60,1,5,0,1
28698,48,0,6,45,2,0,2,1
12752,44,1,1,40,2,1,2,0
17384,53,0,1,40,1,0,2,0
11280,34,1,1,45,2,1,2,0
25938,62,0,4,40,1,1,2,1
15101,28,1,4,40,0,2,2,0
32294,62,0,0,16,1,1,2,0
13945,24,1,1,35,0,2,2,0
22132,22,1,5,20,1,1,2,0
8300,59,0,1,40,0,0,2,0
9204,34,0,6,60,0,1,2,0
28875,30,0,1,44,1,1,2,0
16302,57,0,1,40,2,0,2,0
441,39,0,6,40,2,3,0,1
8989,26,1,0,40,0,1,2,0
9603,58,0,1,40,2,1,2,1
19773,31,0,1,36,1,3,2,0
23764,34,0,4,45,2,1,2,1
7137,29,1,5,32,1,0,2,0
20739,27,0,4,35,1,0,2,0
29931,50,0,3,37,1,6,2,1
19313,49,1,0,40,0,1,2,0
9438,38,0,1,40,0,1,2,0
20188,31,0,1,45,1,1,2,0
9541,39,0,6,40,0,4,2,1
200,68,1,0,30,2,1,0,0
8744,54,0,3,40,1,1,2,1
30368,30,0,1,40,0,1,2,0
23268,35,0,1,60,1,1,2,1
23783,44,0,1,40,1,1,2,1
21425,32,0,6,40,0,2,2,0
30610,28,0,1,30,1,2,2,0
325,27,1,5,40,1,1,0,0
22990,33,0,6,40,1,1,2,0
15881,31,0,1,40,0,0,2,0
13837,24,1,5,40,0,1,2,0
20725,30,0,1,30,1,1,2,0
17931,38,1,5,20,1,1,2,0
24557,35,1,3,40,0,3,2,0
10572,33,0,4,40,1,3,2,0
5599,51,1,6,45,0,1,2,0
16552,90,0,0,20,1,2,2,0
26258,53,0,1,46,1,1,2,1
9152,35,0,0,40,1,4,2,0
27613,48,0,6,40,1,3,2,0
6477,31,0,5,40,2,1,2,0
31867,37,1,1,40,1,1,2,0
28857,42,0,3,60,1,5,2,1
46,71,0,4,52,1,1,0,0
13966,45,0,1,45,2,1,2,1
3780,20,0,1,35,1,0,3,0
28589,59,1,1,40,0,0,2,0
30933,24,1,1,40,1,1,2,0
8844,45,0,3,45,1,3,2,1
4321,47,1,3,50,0,4,2,0
12000,30,1,1,50,2,1,2,0
30337,27,1,0,40,0,1,2,0
9166,45,0,1,40,1,0,2,0
19273,36,0,3,45,2,4,2,1
17123,50,0,3,40,0,1,2,0
6209,29,1,3,40,0,6,2,0
24331,43,0,6,40,0,3,2,0
29507,59,0,6,40,2,4,2,1
16020,53,1,0,34,1,1,2,0
455,39,0,6,40,0,1,0,1
18763,59,0,6,40,0,1,2,1
16058,18,1,4,48,0,1,2,0
8492,34,1,5,40,0,0,2,0
21290,29,1,5,30,1,1,2,0
2635,39,0,0,52,2,1,4,1
30455,21,1,0,25,1,1,2,0
20401,50,0,1,47,1,1,2,0
29068,49,1,1,40,1,1,2,0
21628,45,0,5,40,0,2,2,0
20669,59,0,3,55,1,5,2,1
15602,53,1,3,57,1,3,2,0
9821,34,1,1,40,1,1,2,0
2806,49,0,1,43,0,1,4,1
23125,57,0,1,50,1,1,2,1
18243,45,1,3,32,2,1,2,0
14443,44,1,6,40,1,1,2,0
18875,33,1,5,40,0,0,2,0
9358,60,0,1,24,2,1,2,0
17133,29,1,5,40,2,2,2,0
102,53,0,6,40,0,3,0,1
29775,18,1,4,32,1,1,2,0
16700,36,1,4,40,1,1,2,0
518,23,1,4,40,2,1,0,0
9671,27,1,3,50,2,3,2,0
15136,43,1,5,40,2,1,2,0
17323,46,1,5,60,2,3,2,1
31470,39,0,1,50,0,2,2,1
25271,46,0,4,50,2,3,2,1
24718,17,1,1,16,1,0,2,0
2645,37,0,3,39,1,3,4,1
22730,29,1,4,45,2,2,2,0
9434,34,1,4,40,2,3,2,0
14493,40,0,0,40,0,1,2,1
30735,21,1,1,20,2,1,2,0
16521,30,1,5,40,0,0,2,0
23870,36,0,1,35,1,0,2,0
6851,30,0,0,60,2,1,2,0
8908,32,1,5,28,0,1,2,0
23738,37,0,1,40,1,1,2,0
17505,37,0,5,37,1,2,2,1
19174,52,0,4,40,1,1,2,1
26052,49,0,1,45,2,1,2,1
16988,38,0,6,45,1,4,2,1
958,44,0,3,40,1,3,0,1
31536,31,0,6,55,0,3,2,1
4346,46,1,5,36,2,2,2,0
18956,62,0,1,25,2,1,2,0
27656,28,1,6,40,1,1,2,0
22949,39,0,1,35,2,1,2,0
4648,28,1,3,20,1,3,2,0
11939,36,1,0,40,1,1,2,0
12694,46,1,1,20,2,1,2,0
25341,62,1,5,38,1,0,2,0
27553,20,1,1,40,1,0,2,0
14138,31,1,1,45,0,1,2,0
2536,47,0,3,40,1,4,4,1
6815,62,1,4,40,2,1,2,0
11888,34,1,5,40,1,1,2,0
24295,70,0,1,40,2,3,2,0
29608,47,0,6,50,2,1,2,0
16071,37,0,4,50,1,2,2,1
129,66,0,4,25,0,6,0,1
6138,45,0,1,40,1,1,2,1
14633,58,0,6,45,1,3,2,1
13083,29,0,1,40,1,1,2,0
7128,25,0,1,40,0,1,2,0
9431,37,1,1,40,1,0,2,0
18202,51,0,1,50,0,1,2,1
6511,19,1,5,40,1,1,2,0
22253,41,1,3,45,0,3,2,0
32162,55,1,0,40,2,1,2,0
6323,41,1,4,40,2,1,2,0
26561,52,1,1,35,2,1,2,0
16774,64,0,6,50,1,4,2,1
9976,39,1,6,45,0,4,2,0
21355,33,1,5,46,2,1,2,0
10379,28,1,1,30,1,1,2,0
5663,62,0,5,40,1,0,2,0
9661,18,1,4,35,1,0,2,0
14459,44,0,1,40,2,1,2,0
15296,29,1,0,40,0,1,2,0
5999,20,1,4,40,1,1,2,0
10754,29,0,1,40,0,1,2,0
25158,30,0,6,42,1,3,2,1
31845,42,1,6,55,1,3,2,1
9159,60,0,3,35,1,3,2,0
12869,20,1,0,40,0,1,2,0
20045,44,1,0,37,1,1,2,0
18309,45,1,0,38,1,1,2,0
4165,21,1,5,30,1,1,3,0
1528,43,0,4,55,1,1,4,1
2692,41,0,6,50,1,3,4,1
31675,29,0,1,40,1,0,2,0
10062,37,0,1,40,1,1,2,0
19098,54,0,4,50,1,3,2,1
31268,53,0,6,45,0,1,2,0
6889,32,0,4,40,1,3,2,0
24408,26,1,5,40,1,1,2,0
26042,36,0,3,40,0,2,2,0
8155,47,0,1,35,1,0,2,0
26763,26,0,1,40,1,1,2,0
2478,50,0,3,50,1,4,4,1
32082,26,1,3,40,2,3,2,0
5253,24,1,5,45,1,0,2,0
12893,39,1,4,40,1,4,2,0
29183,48,0,6,40,1,4,2,1
4209,44,1,5,25,1,2,3,0
9754,44,0,1,40,2,2,2,1
28023,30,1,0,40,2,1,2,0
9344,26,1,4,20,0,3,2,0
26580,30,0,5,37,0,0,2,0
510,39,0,3,20,1,4,0,1
13156,54,1,1,40,2,0,2,0
15923,44,0,0,38,0,1,2,0
21218,20,1,4,20,1,1,2,0
14551,42,0,3,40,0,4,2,0
15504,40,0,1,40,0,1,2,0
29547,41,1,3,40,2,3,2,0
14614,58,0,6,45,0,1,2,0
3522,31,0,1,38,0,2,3,0
13494,54,0,6,50,1,1,2,0
18953,80,0,6,25,0,0,2,0
10651,23,1,5,24,0,1,2,0
22391,60,0,3,50,1,3,2,1
20486,42,1,0,35,0,1,2,0
11021,39,0,5,40,1,1,2,1
31182,29,1,6,40,1,1,2,0
1242,39,1,5,35,1,0,0,0
13340,31,1,0,40,1,1,2,0
32281,32,0,1,50,2,1,2,1
7853,66,0,0,30,0,2,2,0
16497,74,1,5,20,2,1,2,0
4034,27,1,1,40,0,1,3,0
1305,46,1,0,43,0,1,0,0
4830,26,1,5,30,1,1,2,0
912,32,1,4,60,0,1,0,0
22283,61,0,1,60,2,3,2,0
25605,51,1,5,24,1,0,2,0
28320,25,1,5,43,0,2,2,0
25359,43,0,4,40,1,3,2,1
12730,22,1,4,32,2,1,2,0
15879,27,0,6,45,1,1,2,1
29544,53,1,1,56,1,0,2,0
11557,37,0,6,55,2,1,2,0
5715,21,1,5,30,1,1,2,0
21906,47,0,4,40,0,2,2,1
5933,35,1,4,40,1,1,2,0
4705,32,1,1,45,2,1,2,0
25980,23,0,1,40,1,1,2,0
28210,59,0,1,20,2,1,2,0
27083,28,1,4,50,1,1,2,0
15315,28,1,4,40,0,0,2,0
18170,32,1,1,40,2,1,2,0
22769,34,1,1,45,2,1,2,0
21219,29,0,4,35,1,1,2,0
8693,42,0,3,45,0,3,2,1
31512,46,1,0,40,0,1,2,0
6275,47,1,5,35,1,1,2,0
32182,44,0,0,20,1,2,2,0
5661,44,0,6,40,2,3,2,1
7032,25,1,1,48,1,0,2,0
31490,39,1,5,40,2,3,2,0
9222,40,0,1,25,0,1,2,0
316,56,1,1,65,2,3,0,0
5719,49,0,3,50,2,4,2,1
25304,34,1,0,50,0,1,2,0
8090,25,0,0,30,1,1,2,0
7299,23,1,1,16,1,1,2,0
8278,32,0,5,60,1,1,2,1
27584,37,0,4,54,2,2,2,0
22761,27,1,0,43,2,3,2,0
22201,48,0,1,40,1,0,2,0
16789,21,1,1,40,1,1,2,0
